OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 26 DU 22/06/2026 AU 28/06/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,05;10,07;9,37;;;;;;10,07;10,08;9,38
2 (CIRÉ);U;;-0,44;-0,41;-0,36;;;;;;-0,42;-0,42;-0,35
2 (CIRÉ);R;;10,03;10,11;;10,68;10,56;;;10,27;10,17;10,14;
2 (CIRÉ);R;;-0,29;-0,23;;-0,10;-0,17;;;-0,22;-0,26;-0,22;
2 (CIRÉ);O;;;;;10,14;9,77;;;9,96;9,70;;
2 (CIRÉ);O;;;;;-0,07;-0,11;;;-0,13;-0,14;;
3 (COUVERT);U;;10,30;10,29;9,33;;;10,99;10,17;;10,39;10,44;9,57
3 (COUVERT);U;;-0,41;-0,39;-0,43;;;-0,06;-0,01;;-0,36;-0,35;-0,33
3 (COUVERT);R;;10,07;10,08;9,32;10,78;10,68;10,17;9,58;10,65;10,54;10,14;9,46
3 (COUVERT);R;;-0,28;-0,26;-0,21;-0,09;-0,14;-0,21;-0,02;-0,14;-0,19;-0,23;-0,11
3 (COUVERT);O;;9,86;9,82;;10,47;9,87;9,58;8,92;10,43;9,87;9,62;8,95
3 (COUVERT);O;;-0,23;;;-0,08;-0,13;-0,12;-0,26;-0,09;-0,14;-0,09;-0,23
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;10,63;10,20;;;10,59;9,98;
4 (GRAS);R;;;;;;-0,02;-0,11;;;-0,02;-0,16;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;L'ACTIVITÉ COMMERCIALE TRÉS CALME, HABITUELLE À CETTE PÉRIODE, EST ACCENTUÉE PAR LA CANICULE ET ENTRAÎNE LA BAISSE DES COURS.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
