OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 51 DU 15/12/2025 AU 21/12/2025

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,27;10,25;9,28;;;;;;10,28;10,26;9,28
2 (CIRÉ);U;;0,05;0,02;-0,06;;;;;;0,06;0,02;-0,08
2 (CIRÉ);R;9,75;9,91;9,86;;;10,10;9,85;;9,93;9,96;9,86;
2 (CIRÉ);R;-0,01;-0,10;-0,15;;;-0,10;-0,14;;-0,13;-0,11;-0,15;
2 (CIRÉ);O;8,90;9,43;;;9,61;9,35;;;9,31;9,39;;
2 (CIRÉ);O;;;;;-0,16;-0,08;;;-0,11;0,01;;
3 (COUVERT);U;;10,36;10,37;9,21;;;10,40;9,68;;10,38;10,38;9,34
3 (COUVERT);U;;0,13;0,13;-0,03;;;0,13;0,10;;0,14;0,13;-0,02
3 (COUVERT);R;9,88;10,06;10,00;9,16;10,30;10,18;9,85;9,28;10,18;10,15;9,90;9,23
3 (COUVERT);R;;0,05;0,01;;0,14;0,07;0,06;-0,20;0,08;0,06;0,07;-0,24
3 (COUVERT);O;9,73;9,92;9,98;;10,00;9,70;9,46;;9,94;9,77;9,65;9,04
3 (COUVERT);O;;;;;-0,03;0,08;0,03;;-0,07;0,15;0,22;0,02
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;9,92;9,55;;;9,81;9,35;
4 (GRAS);R;;;;;;0,10;0,03;;;-0,01;-0,11;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;EN CETTE SEMAINE DE VEILLE DE NOËL, LES ABATTAGES SONT PLUS CONSÉQUENTS.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
