OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 38 DU 14/09/2026 AU 20/09/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;9,00;8,97;8,36;;;;;;9,03;9,01;8,38
2 (CIRÉ);U;;0,08;0,04;0,11;;;;;;0,09;0,04;0,12
2 (CIRÉ);R;8,57;8,78;8,78;;;9,84;9,31;;9,25;9,04;8,86;8,46
2 (CIRÉ);R;0,02;0,07;0,12;;;0,13;-0,11;;0,34;0,10;0,07;0,17
2 (CIRÉ);O;;;;;9,15;8,83;;;8,67;8,57;;
2 (CIRÉ);O;;;;;-0,42;-0,24;;;-0,28;-0,18;;
3 (COUVERT);U;;9,13;9,14;8,38;;;10,20;9,53;;9,18;9,35;8,75
3 (COUVERT);U;;0,12;0,08;0,07;;;0,18;0,35;;0,13;0,10;0,19
3 (COUVERT);R;;8,75;8,76;8,09;10,29;10,06;9,55;8,61;10,07;9,74;9,30;8,41
3 (COUVERT);R;;0,03;0,07;0,04;0,38;0,13;0,03;-0,14;0,56;0,16;0,05;-0,05
3 (COUVERT);O;;8,35;;;9,73;9,04;8,78;8,00;9,63;8,98;8,72;7,96
3 (COUVERT);O;;-0,18;;;-0,04;-0,29;-0,03;-0,22;0,06;-0,17;-0,01;-0,16
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;10,09;9,69;;;9,91;9,38;
4 (GRAS);R;;;;;;0,05;0,18;;;0,12;0,26;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;EN L'ABSENCE D'OPÉRATION DE MISE EN AVANT LE VOLUME D'ABATTAGE SE RÉDUIT.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
