OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 20 DU 11/05/2026 AU 17/05/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;11,03;11,06;10,33;;;;;;11,04;11,07;10,33
2 (CIRÉ);U;;-0,07;-0,01;-0,13;;;;;;-0,07;-0,01;-0,13
2 (CIRÉ);R;;10,83;10,83;;;11,23;;;10,85;10,96;10,88;
2 (CIRÉ);R;;0,01;0,02;;;0,09;;;-0,03;0,03;0,04;
2 (CIRÉ);O;;;;;10,31;10,22;;;10,25;10,19;;
2 (CIRÉ);O;;;;;0,12;0,22;;;0,12;0,16;;
3 (COUVERT);U;;11,14;11,14;10,23;;;11,35;10,57;;11,16;11,19;10,34
3 (COUVERT);U;;-0,08;-0,06;-0,19;;;0,14;0,19;;-0,05;-0,01;-0,06
3 (COUVERT);R;;10,83;10,80;10,07;11,00;10,95;10,54;9,88;10,96;10,93;10,60;9,93
3 (COUVERT);R;;-0,02;0,01;-0,21;0,14;0,12;0,10;-0,13;0,09;0,10;0,06;-0,19
3 (COUVERT);O;;10,09;10,14;;10,73;10,16;9,80;9,49;10,71;10,15;9,86;9,51
3 (COUVERT);O;;-0,11;-0,04;;0,16;0,07;0;-0,07;0,18;0,03;-0,05;-0,07
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;10,42;10,20;;;10,38;10,15;
4 (GRAS);R;;;;;;-0,13;0,19;;;-0,14;0,18;
4 (GRAS);O;;;;;;9,77;9,32;;;9,76;9,31;
4 (GRAS);O;;;;;;-0,25;;;;-0,13;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;LES COURS S'EFFRITENT À NOUVEAU.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
