OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 37 DU 07/09/2026 AU 13/09/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;8,92;8,93;8,25;;;;;;8,94;8,97;8,26
2 (CIRÉ);U;;-0,05;-0,03;-0,11;;;;;;-0,05;-0,04;-0,15
2 (CIRÉ);R;8,55;8,71;8,66;8,27;;9,71;9,42;;8,91;8,94;8,79;8,29
2 (CIRÉ);R;0,21;0,01;-0,06;-0,16;;0,03;0,09;;-0,22;-0,08;-0,06;-0,15
2 (CIRÉ);O;;8,16;;;9,57;9,07;;;8,95;8,75;;
2 (CIRÉ);O;;;;;0,32;0,09;;;0,06;0,04;;
3 (COUVERT);U;;9,01;9,06;8,31;;;10,02;9,18;;9,05;9,25;8,56
3 (COUVERT);U;;-0,03;0;0,07;;;-0,12;-0,20;;-0,05;0;-0,03
3 (COUVERT);R;;8,72;8,69;8,05;9,91;9,93;9,52;8,75;9,51;9,58;9,25;8,46
3 (COUVERT);R;;0;0,02;-0,07;-0,18;-0,09;0,05;0,20;-0,18;-0,05;0,08;0,11
3 (COUVERT);O;;8,53;8,57;;9,77;9,33;8,81;8,22;9,57;9,15;8,73;8,12
3 (COUVERT);O;;0,09;0,22;;0,03;0,16;0;-0,03;0,07;0,14;0,01;-0,03
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;10,04;9,51;;;9,79;9,12;7,65
4 (GRAS);R;;;;;;0,20;0,03;;;0,15;0,03;0,23
4 (GRAS);O;;;;;;9,59;;;;9,47;8,12;
4 (GRAS);O;;;;;;0,34;;;;0,39;-0,10;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;POURSUITE DE LA RECONDUCTION DES COURS.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
