OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 5 DU 26/01/2026 AU 01/02/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,74;10,69;9,45;;;;;;10,74;10,69;9,46
2 (CIRÉ);U;;0,06;0,01;-0,34;;;;;;0,06;0,01;-0,33
2 (CIRÉ);R;;10,27;10,08;;;10,29;;;10,14;10,28;10,07;
2 (CIRÉ);R;;0,05;0,01;;;-0,02;;;-0,06;0,02;0,02;
2 (CIRÉ);O;;9,53;;;9,89;;;;9,66;9,55;;
2 (CIRÉ);O;;-0,41;;;-0,07;;;;-0,20;-0,23;;
3 (COUVERT);U;;10,76;10,73;9,49;;;;9,67;;10,74;10,69;9,55
3 (COUVERT);U;;0,04;0,01;-0,15;;;;;;0,02;-0,01;-0,09
3 (COUVERT);R;;10,13;10,08;9,64;10,27;10,26;9,92;9,31;10,23;10,23;9,97;9,45
3 (COUVERT);R;;-0,06;-0,14;-0,19;-0,10;-0,04;-0,02;0,03;-0,11;-0,05;-0,06;-0,08
3 (COUVERT);O;9,83;10,04;10,08;;9,92;9,63;9,32;8,73;9,90;9,78;9,64;9,04
3 (COUVERT);O;-0,35;-0,26;-0,21;;-0,17;-0,16;-0,21;-0,25;-0,21;-0,20;-0,19;-0,20
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;9,88;9,57;;;9,88;9,49;
4 (GRAS);R;;;;;;-0,06;-0,11;;;-0,04;-0,14;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;LA FAIBLE DEMANDE, EN CETTE FIN DE MOIS, ENTRAÎNE UNE BAISSE DES COURS À L'EXCEPTION DES TRÉS BONS AGNEAUX EN DÉMARCHE QUALITÉ.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
