OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 23 DU 02/06/2025 AU 08/06/2025

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,46;10,49;9,84;;;;;;10,47;10,50;9,86
2 (CIRÉ);U;;-0,21;-0,06;0,05;;;;;;-0,21;-0,06;0,06
2 (CIRÉ);R;10,20;10,38;10,53;;10,86;10,76;;;10,54;10,50;10,56;
2 (CIRÉ);R;;-0,18;-0,15;;;0,07;;;0,02;-0,09;-0,09;
2 (CIRÉ);O;;9,97;;;10,44;;;;10,15;10,01;9,75;
2 (CIRÉ);O;;;;;;;;;0,27;0,13;;
3 (COUVERT);U;;10,75;10,75;10,10;;;10,77;10,03;;10,76;10,76;10,07
3 (COUVERT);U;;0,08;0,05;0,08;;;-0,07;-0,02;;0,02;0,02;0,04
3 (COUVERT);R;;10,42;10,46;9,91;10,80;10,74;10,34;9,83;10,74;10,69;10,37;9,86
3 (COUVERT);R;;-0,03;-0,06;-0,16;0;0,02;-0,02;0,01;-0,02;0,02;-0,03;-0,05
3 (COUVERT);O;;10,18;10,16;9,71;10,46;10,08;9,69;8,78;10,44;10,10;9,87;9,09
3 (COUVERT);O;;-0,02;-0,03;;0,04;0;0;-0,36;0,05;-0,01;0;-0,25
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;10,34;10,12;;;10,29;9,99;9,13
4 (GRAS);R;;;;;;0,01;0,03;;;0;-0,02;
4 (GRAS);O;;;;;;;;;;;9,11;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;ATTÉNUATION DE LA BAISSE COMPTE TENU DE LA FÊTE DE L'AÏD.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
