OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 34 DU 17/08/2026 AU 23/08/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;8,94;8,94;8,28;;;;;;9,00;8,99;8,31
2 (CIRÉ);U;;-0,04;-0,06;-0,02;;;;;;0;-0,06;-0,03
2 (CIRÉ);R;8,53;8,70;8,64;8,29;9,83;9,75;9,35;;9,22;9,02;8,78;8,29
2 (CIRÉ);R;0,05;-0,02;-0,09;-0,02;-0,30;-0,02;0,13;;-0,17;-0,01;-0,03;-0,02
2 (CIRÉ);O;;;;;9,25;9,04;;;8,88;8,81;;
2 (CIRÉ);O;;;;;0,16;0,17;;;0,12;0,15;;
3 (COUVERT);U;;9,04;9,00;8,22;;;9,76;8,97;;9,17;9,18;8,47
3 (COUVERT);U;;0,01;0;0,03;;;-0,43;-0,27;;-0,01;-0,23;-0,11
3 (COUVERT);R;;8,67;8,62;8,01;10,06;9,94;9,51;8,60;9,74;9,62;9,20;8,31
3 (COUVERT);R;;-0,03;-0,01;-0,03;0,04;-0,01;0,07;0,24;-0,10;-0,07;0,04;0,10
3 (COUVERT);O;;8,30;8,31;;9,69;9,20;8,86;;9,55;9,08;8,73;7,86
3 (COUVERT);O;;-0,05;-0,05;;0,05;0,13;0,05;;0,04;0,10;0,01;-0,19
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;9,84;9,37;;;9,70;9,00;
4 (GRAS);R;;;;;;-0,15;-0,19;;;-0,22;-0,35;
4 (GRAS);O;;;;;;9,16;;;;9,11;;
4 (GRAS);O;;;;;;;;;;-0,17;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;BIEN QUE LE COMMERCE RESTE MOROSE, LES PRIX SE STABILISENT.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
