OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 6 DU 02/02/2026 AU 08/02/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,81;10,77;9,70;;;;;;10,82;10,77;9,70
2 (CIRÉ);U;;0,07;0,08;0,25;;;;;;0,08;0,08;0,24
2 (CIRÉ);R;;10,21;9,87;;;10,19;;;;10,20;9,87;
2 (CIRÉ);R;;-0,06;-0,21;;;-0,10;;;;-0,08;-0,20;
2 (CIRÉ);O;;;;;9,57;9,33;;;9,42;9,24;;
2 (CIRÉ);O;;;;;-0,32;;;;-0,24;-0,31;;
3 (COUVERT);U;;10,74;10,75;9,77;;;10,41;;;10,74;10,69;9,67
3 (COUVERT);U;;-0,02;0,02;0,28;;;;;;0;0;0,12
3 (COUVERT);R;;10,09;9,97;9,60;10,24;10,18;9,77;9,18;10,19;10,17;9,81;9,30
3 (COUVERT);R;;-0,04;-0,11;-0,04;-0,03;-0,08;-0,15;-0,13;-0,04;-0,06;-0,16;-0,15
3 (COUVERT);O;;9,20;9,36;;9,74;9,41;9,15;8,58;9,71;9,39;9,16;8,60
3 (COUVERT);O;;-0,84;-0,72;;-0,18;-0,22;-0,17;-0,15;-0,19;-0,39;-0,48;-0,44
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;9,76;9,46;;;9,73;9,45;
4 (GRAS);R;;;;;;-0,12;-0,11;;;-0,15;-0,04;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;COMMERCE ORDINAIRE, COURS EN BAISSE EXCEPTÉS LES TRÈS BONS AGNEAUX.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
