OVINS DE BOUCHERIE
COTATIONS NATIONALES ET REGIONALES DES AGNEAUX ET BREBIS DE BOUCHERIE POUR LES ETATS D'ENGRAISSEMENT 2, 3 ET 4
EN EURO
SEMAINE N° 2 DU 05/01/2026 AU 11/01/2026

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier inclus) frais de transport inclus
AGNEAUX
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;;;ZONE SUD;;;;MOYENNES REGIONS
;;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG;13 A 16 KG;16 A 19 KG;19 A 22 KG;+ de 22 KG
2 (CIRÉ);U;;10,39;10,42;;;;;;;10,39;10,42;
2 (CIRÉ);U;;-0,06;-0,03;;;;;;;-0,06;-0,03;
2 (CIRÉ);R;;10,06;10,09;;;10,28;;;9,97;10,13;10,05;
2 (CIRÉ);R;;-0,07;0;;;0,09;;;-0,11;-0,01;-0,04;
2 (CIRÉ);O;;;;;9,94;9,48;;;9,83;9,63;;
2 (CIRÉ);O;;;;;;-0,15;;;0,36;-0,01;;
3 (COUVERT);U;;10,49;10,51;9,41;;;10,50;;;10,51;10,51;9,50
3 (COUVERT);U;;0,10;0,10;0,04;;;;;;0,09;0,10;0,14
3 (COUVERT);R;;10,01;10,00;9,23;10,41;10,36;9,96;9,29;10,33;10,31;9,97;9,26
3 (COUVERT);R;;0,08;0,02;0,12;-0,02;0,03;-0,04;-0,05;0,07;0,05;-0,02;0,02
3 (COUVERT);O;;9,94;9,90;;10,10;9,79;9,44;8,98;10,06;9,82;9,54;9,02
3 (COUVERT);O;;0,06;-0,07;;-0,05;-0,07;-0,19;;-0,02;-0,04;-0,15;-0,18
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);U;;;;;;;;;;;;
4 (GRAS);R;;;;;;9,96;9,63;;;9,92;9,40;
4 (GRAS);R;;;;;;0,05;;;;0,19;0,12;
4 (GRAS);O;;;;;;;;;;;;
4 (GRAS);O;;;;;;;;;;;;
BREBIS
ETAT ENGRAISSEMENT;CONFORMATION;ZONE NORD;;ZONE SUD;;MOYENNES REGIONS
;;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG;- de 30 KG;+ de 30 KG
2 (CIRÉ);U;;;;;;
2 (CIRÉ);U;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);R;;;;;;
2 (CIRÉ);O;;;;;;
2 (CIRÉ);O;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);U;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);R;;;;;;
3 (COUVERT);O;;;;;;
3 (COUVERT);O;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);U;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);R;;;;;;
4 (GRAS);O;;;;;;
4 (GRAS);O;;;;;;


1;ZONE NORD;MARCHÉ PERTURBÉ PAR LES INTEMPÉRIES.;
2;ZONE SUD;APPLICATION DU RÉSEAU.;
