PORC CHARCUTIER
COTATIONS REGIONALES ET NATIONALES DES PORCS CHARCUTIERS
EN EURO
SEMAINE N° 9 DU 24/02/2023 AU 02/03/2023

COTATION EN EURO/KG DE CARCASSE

;REGIONS;;SIEGE DE LA COMMISSION
;;;;;;CLASSE E;;CLASSE S
;;;;;;semaine n;variation;semaine n;variation
1;BRETAGNE;101;RENNES;10;PORC CHARCUTIER;2,27;0,04;2,36;0,05;
2;HAUTE ET BASSE NORMANDIE, PAYS DE LOIRE, POITOU-CHARENTES, CENTRE;105;NANTES;10;PORC CHARCUTIER;2,33;0,06;2,42;0,05;
3;NORD-PAS DE CALAIS,PICARDIE, ILE DE FRANCE, LORRAINE,ALSACE, CHAMPAGNE-ARDENNES;20;LILLE;10;PORC CHARCUTIER;2,38;0,07;2,47;0,07;
4;BOURGOGNE,FRANCHE-COMTE, RHONE-ALPES, PROVENCE-ALPES COTE D'AZUR,CORSE;68;LYON;10;PORC CHARCUTIER;2,54;0,05;2,43;0,04;
5;MIDI-PYRENEES, AQUITAINE LANGUEDOC-ROUSSILLON, AUVERGNE,LIMOUSIN;69;TOULOUSE;10;PORC CHARCUTIER;2,36;0,05;2,46;0,06;
;;;;REFERENCE NATIONALE;;2,31;0,04;2,39;0,05
