PORC CHARCUTIER
COTATIONS REGIONALES ET NATIONALES DES PORCS CHARCUTIERS
EN EURO
SEMAINE N° 12 DU 17/03/2023 AU 23/03/2023

COTATION EN EURO/KG DE CARCASSE

;REGIONS;;SIEGE DE LA COMMISSION
;;;;;;CLASSE E;;CLASSE S
;;;;;;semaine n;variation;semaine n;variation
1;BRETAGNE;101;RENNES;10;PORC CHARCUTIER;2,42;0,03;2,50;0,03;
2;HAUTE ET BASSE NORMANDIE, PAYS DE LOIRE, POITOU-CHARENTES, CENTRE;105;NANTES;10;PORC CHARCUTIER;2,47;0,03;2,56;0,02;
3;NORD-PAS DE CALAIS,PICARDIE, ILE DE FRANCE, LORRAINE,ALSACE, CHAMPAGNE-ARDENNES;20;LILLE;10;PORC CHARCUTIER;2,50;0;2,58;-0,01;
4;BOURGOGNE,FRANCHE-COMTE, RHONE-ALPES, PROVENCE-ALPES COTE D'AZUR,CORSE;68;LYON;10;PORC CHARCUTIER;2,68;0,05;2,60;0,04;
5;MIDI-PYRENEES, AQUITAINE LANGUEDOC-ROUSSILLON, AUVERGNE,LIMOUSIN;69;TOULOUSE;10;PORC CHARCUTIER;2,45;0,01;2,54;0;
;;;;REFERENCE NATIONALE;;2,46;0,03;2,53;0,03
