PORC CHARCUTIER
COTATIONS REGIONALES ET NATIONALES DES PORCS CHARCUTIERS
EN EURO
SEMAINE N° 23 DU 02/06/2023 AU 08/06/2023

COTATION EN EURO/KG DE CARCASSE

;REGIONS;;SIEGE DE LA COMMISSION
;;;;;;CLASSE E;;CLASSE S
;;;;;;semaine n;variation;semaine n;variation
1;BRETAGNE;101;RENNES;10;PORC CHARCUTIER;2,26;0;2,35;0,01;
2;HAUTE ET BASSE NORMANDIE, PAYS DE LOIRE, POITOU-CHARENTES, CENTRE;105;NANTES;10;PORC CHARCUTIER;2,28;0;2,38;0,01;
3;NORD-PAS DE CALAIS,PICARDIE, ILE DE FRANCE, LORRAINE,ALSACE, CHAMPAGNE-ARDENNES;20;LILLE;10;PORC CHARCUTIER;2,30;0,02;2,37;0;
4;BOURGOGNE,FRANCHE-COMTE, RHONE-ALPES, PROVENCE-ALPES COTE D'AZUR,CORSE;68;LYON;10;PORC CHARCUTIER;2,48;0,06;2,38;0;
5;MIDI-PYRENEES, AQUITAINE LANGUEDOC-ROUSSILLON, AUVERGNE,LIMOUSIN;69;TOULOUSE;10;PORC CHARCUTIER;2,25;0,03;2,35;0,03;
;;;;REFERENCE NATIONALE;;2,28;0,01;2,36;0,01
