annee,semaine,mois,date_debut,date_fin,categorie,prix,variation,unite,source
2023,22,,2023-05-29,2023-06-04,PRIX MOYEN PONDERE AUX 100 KG VIF,683.3,-10.4,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S22.csv
2023,22,,2023-05-29,2023-06-04,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,737.3,-7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S22.csv
2023,23,,2023-06-05,2023-06-11,ENTREE ABATTOIR,6.69,-0.14,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,NON ELEVES AU PIS,6.68,-0.14,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,ELEVES AU PIS,9.18,-0.13,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),668.1,-13.4,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),918.2,-12.8,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,PRIX MOYEN PONDERE AUX 100 KG VIF,669,-14.3,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S23.csv
2023,23,,2023-06-05,2023-06-11,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,723.2,-14.1,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S23.csv
2023,24,,2023-06-12,2023-06-18,ENTREE ABATTOIR,6.7,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,NON ELEVES AU PIS,6.64,-0.04,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,ELEVES AU PIS,9.24,0.06,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),663.8,-4.3,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),923.5,5.3,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,PRIX MOYEN PONDERE AUX 100 KG VIF,669.7,0.7,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S24.csv
2023,24,,2023-06-12,2023-06-18,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,724.2,1,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S24.csv
2023,25,,2023-06-19,2023-06-25,ENTREE ABATTOIR,6.55,-0.15,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,NON ELEVES AU PIS,6.54,-0.1,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,ELEVES AU PIS,9.06,-0.18,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),653.9,-9.9,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),906,-17.5,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,PRIX MOYEN PONDERE AUX 100 KG VIF,655.4,-14.3,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,713,-11.2,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,26,,2023-06-26,2023-07-02,ENTREE ABATTOIR,6.54,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,NON ELEVES AU PIS,6.48,-0.06,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,ELEVES AU PIS,8.73,-0.33,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),647.6,-6.3,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),872.6,-33.4,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,PRIX MOYEN PONDERE AUX 100 KG VIF,654.1,-1.3,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,706.3,-6.7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,27,,2023-07-03,2023-07-09,ENTREE ABATTOIR,6.46,-0.08,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,NON ELEVES AU PIS,6.43,-0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,ELEVES AU PIS,8.91,0.18,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,PRIX MOYEN PONDERE AUX 100 KG VIF,645.9,-8.2,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,693.5,-12.8,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,28,,2023-07-10,2023-07-16,ENTREE ABATTOIR,6.41,-0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,NON ELEVES AU PIS,6.41,-0.02,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,ELEVES AU PIS,8.98,0.07,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),640.7,-2.7,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),898,6.8,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,PRIX MOYEN PONDERE AUX 100 KG VIF,641.2,-4.7,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,692,-1.5,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S28.csv
2023,29,,2023-07-17,2023-07-23,ENTREE ABATTOIR,6.42,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,NON ELEVES AU PIS,6.38,-0.03,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,ELEVES AU PIS,8.82,-0.16,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),637.6,-3.1,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),881.7,-16.3,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,PRIX MOYEN PONDERE AUX 100 KG VIF,641.7,0.5,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,694.7,2.7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S29.csv
2023,30,,2023-07-24,2023-07-30,ENTREE ABATTOIR,6.37,-0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,NON ELEVES AU PIS,6.34,-0.04,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,ELEVES AU PIS,8.55,-0.27,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),634,-3.6,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),854.8,-26.9,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,PRIX MOYEN PONDERE AUX 100 KG VIF,637.3,-4.4,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,694.2,-0.5,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S30.csv
2023,31,,2023-07-31,2023-08-06,ENTREE ABATTOIR,6.37,0,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,NON ELEVES AU PIS,6.33,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,ELEVES AU PIS,9.01,0.46,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),632.6,-1.4,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),900.9,46.1,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,PRIX MOYEN PONDERE AUX 100 KG VIF,637.4,0.1,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,689.5,-4.7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S31.csv
2023,32,,2023-08-07,2023-08-13,ENTREE ABATTOIR,6.36,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,NON ELEVES AU PIS,6.34,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,ELEVES AU PIS,9.34,0.33,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),634,1.4,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),933.8,32.9,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,PRIX MOYEN PONDERE AUX 100 KG VIF,636,-1.4,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,686.8,-2.7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S32.csv
2023,33,,2023-08-14,2023-08-20,ENTREE ABATTOIR,6.32,-0.04,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,NON ELEVES AU PIS,6.35,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,ELEVES AU PIS,9.29,-0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),635.1,1.1,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),928.8,-5,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,PRIX MOYEN PONDERE AUX 100 KG VIF,632.2,-3.8,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S33.csv
2023,33,,2023-08-14,2023-08-20,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,683.8,-3,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S33.csv
2023,34,,2023-08-21,2023-08-27,ENTREE ABATTOIR,6.4,0.08,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,NON ELEVES AU PIS,6.34,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,ELEVES AU PIS,9.17,-0.12,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),633.8,-1.3,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),917.3,-11.5,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,PRIX MOYEN PONDERE AUX 100 KG VIF,640,7.8,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,693.8,10,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S34.csv
2023,35,,2023-08-28,2023-09-03,ENTREE ABATTOIR,6.36,-0.04,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,NON ELEVES AU PIS,6.31,-0.03,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,ELEVES AU PIS,9.54,0.37,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),631,-2.8,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),954.4,37.1,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,PRIX MOYEN PONDERE AUX 100 KG VIF,635.7,-4.3,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,692.1,-1.7,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S35.csv
2023,36,,2023-09-04,2023-09-10,ENTREE ABATTOIR,6.39,0.03,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,NON ELEVES AU PIS,6.36,0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,ELEVES AU PIS,9.3,-0.24,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),635.8,4.8,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),930.3,-24.1,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,PRIX MOYEN PONDERE AUX 100 KG VIF,639.1,3.4,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,694.5,2.4,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S36.csv
2023,37,,2023-09-11,2023-09-17,ENTREE ABATTOIR,6.4,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,NON ELEVES AU PIS,6.35,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,ELEVES AU PIS,9.6,0.3,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),635.3,-0.5,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),959.7,29.4,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,PRIX MOYEN PONDERE AUX 100 KG VIF,639.9,0.8,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,698.5,4,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S37.csv
2023,38,,2023-09-18,2023-09-24,ENTREE ABATTOIR,6.46,0.06,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,NON ELEVES AU PIS,6.42,0.07,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,ELEVES AU PIS,9.09,-0.51,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),642,6.7,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),909.4,-50.3,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,PRIX MOYEN PONDERE AUX 100 KG VIF,645.8,5.9,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,697.1,-1.4,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S38.csv
2023,39,,2023-09-25,2023-10-01,ENTREE ABATTOIR,6.54,0.08,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,NON ELEVES AU PIS,6.45,0.03,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,ELEVES AU PIS,9.89,0.8,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),644.8,2.8,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),989.1,79.7,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,PRIX MOYEN PONDERE AUX 100 KG VIF,653.8,8,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,703.1,6,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S39.csv
2023,40,,2023-10-02,2023-10-08,ENTREE ABATTOIR,6.55,0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,NON ELEVES AU PIS,6.5,0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,ELEVES AU PIS,9.2,-0.69,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),650.1,5.3,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),919.8,-69.3,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,PRIX MOYEN PONDERE AUX 100 KG VIF,654.7,0.9,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,701.5,-1.6,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S40.csv
2023,41,,2023-10-09,2023-10-15,ENTREE ABATTOIR,6.5,-0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,NON ELEVES AU PIS,6.48,-0.02,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,ELEVES AU PIS,9.51,0.31,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),647.7,-2.4,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),950.6,30.8,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,PRIX MOYEN PONDERE AUX 100 KG VIF,649.9,-4.8,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,698.3,-3.2,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S41.csv
2023,42,,2023-10-16,2023-10-22,ENTREE ABATTOIR,6.55,0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,NON ELEVES AU PIS,6.47,-0.01,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,ELEVES AU PIS,9.59,0.08,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),647,-0.7,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),958.7,8.1,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,PRIX MOYEN PONDERE AUX 100 KG VIF,655.1,5.2,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,710.3,12,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S42.csv
2023,43,,2023-10-23,2023-10-29,ENTREE ABATTOIR,6.6,0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,NON ELEVES AU PIS,6.59,0.12,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,ELEVES AU PIS,9.35,-0.24,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),658.6,11.6,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),935,-23.7,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,PRIX MOYEN PONDERE AUX 100 KG VIF,659.8,4.7,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,PRIX MOYEN PONDERE AUX 100 KG NET DES VEAUX CLAIRS,709.3,-1,EUR/100 kg net,COT-VRO-veaux_bouch_synthese-A23-S43.csv
2023,44,,2023-10-30,2023-11-05,ENTREE ABATTOIR,6.72,0.12,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,NON ELEVES AU PIS,6.64,0.05,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,ELEVES AU PIS,9.52,0.17,EUR/kg carcasse,COT-VRO-veaux_PMP-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,PRIX MOYEN PONDERE AU 100KILO NET (NON ÉLEVÉS AU PIS),663.7,5.1,EUR/100 kg net,COT-VRO-veaux_bouch_non_pis-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,PRIX MOYEN PONDERE AU 100KILO NET (ÉLEVÉS AU PIS),951.6,16.6,EUR/100 kg net,COT-VRO-veaux_bouch_pis-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,PRIX MOYEN PONDERE AUX 100 KG VIF,672.1,12.3,EUR/100 kg vif,COT-VRO-veaux_bouch_synthese-A23-S44.csv
