annee,semaine,mois,date_debut,date_fin,type_racial,sexe,conformation,poids,marche,unite,prix,variation,source
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,U,,LEZA,EUR/tête,280,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,U,,MOYENNE NATIONALE,EUR/tête,252.83,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,R,,CHAG,EUR/tête,115,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,R,,LEZA,EUR/tête,130,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,R,,MOYENNE NATIONALE,EUR/tête,124.57,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,O,,CHAG,EUR/tête,55,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,O,,LEZA,EUR/tête,60,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Viande,Femelle,O,,MOYENNE NATIONALE,EUR/tête,58.19,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,AGEN,EUR/tête,310,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,BOUR,EUR/tête,380,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,CARE,EUR/tête,300,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,CHAG,EUR/tête,305,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,LEZA,EUR/tête,280,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,TALA,EUR/tête,440,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,U,,MOYENNE NATIONALE,EUR/tête,391,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,AGEN,EUR/tête,200,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,BOUR,EUR/tête,250,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,CARE,EUR/tête,180,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,CHAG,EUR/tête,155,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,LEZA,EUR/tête,160,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,TALA,EUR/tête,350,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,R,,MOYENNE NATIONALE,EUR/tête,281.96,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,AGEN,EUR/tête,85,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,BOUR,EUR/tête,150,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,CARE,EUR/tête,100,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,CHAG,EUR/tête,70,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,LEZA,EUR/tête,70,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,TALA,EUR/tête,190,,COT-VRO-veaux14j_9_marches-A23-S01.csv
2023,1,,2023-01-02,2023-01-08,Croise Mixte,Mâle,O,,MOYENNE NATIONALE,EUR/tête,154.18,,COT-VRO-veaux14j_9_marches-A23-S01.csv
