annee,semaine,mois,date_debut,date_fin,categorie,prix,variation,unite,source
2024,32,,2024-08-05,2024-08-11,MOYENNE AGNEAUX METROPOLE RUNGIS,10.65,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S32.csv
2024,33,,2024-08-12,2024-08-18,P.M.P AGNEAUX,9.14,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S33.csv
2024,33,,2024-08-12,2024-08-18,MOYENNE AGNEAUX METROPOLE RUNGIS,10.22,-0.43,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S33.csv
2024,34,,2024-08-19,2024-08-25,P.M.P AGNEAUX,9.14,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S34.csv
2024,34,,2024-08-19,2024-08-25,MOYENNE AGNEAUX METROPOLE RUNGIS,9.9,-0.32,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S34.csv
2024,35,,2024-08-26,2024-09-01,P.M.P AGNEAUX,9.16,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S35.csv
2024,35,,2024-08-26,2024-09-01,MOYENNE AGNEAUX METROPOLE RUNGIS,9.9,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S35.csv
2024,36,,2024-09-02,2024-09-08,P.M.P AGNEAUX,9.26,0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S36.csv
2024,36,,2024-09-02,2024-09-08,MOYENNE AGNEAUX METROPOLE RUNGIS,10.04,0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S36.csv
2024,37,,2024-09-09,2024-09-15,P.M.P AGNEAUX,9.36,0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S37.csv
2024,37,,2024-09-09,2024-09-15,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S37.csv
2024,38,,2024-09-16,2024-09-22,P.M.P AGNEAUX,9.47,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S38.csv
2024,38,,2024-09-16,2024-09-22,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S38.csv
2024,39,,2024-09-23,2024-09-29,P.M.P AGNEAUX,9.58,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S39.csv
2024,39,,2024-09-23,2024-09-29,MOYENNE AGNEAUX METROPOLE RUNGIS,10.11,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S39.csv
2024,40,,2024-09-30,2024-10-06,P.M.P AGNEAUX,9.56,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S40.csv
2024,40,,2024-09-30,2024-10-06,MOYENNE AGNEAUX METROPOLE RUNGIS,10.02,-0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S40.csv
2024,41,,2024-10-07,2024-10-13,P.M.P AGNEAUX,9.63,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S41.csv
2024,41,,2024-10-07,2024-10-13,MOYENNE AGNEAUX METROPOLE RUNGIS,10.02,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S41.csv
2024,42,,2024-10-14,2024-10-20,P.M.P AGNEAUX,9.67,0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S42.csv
2024,42,,2024-10-14,2024-10-20,MOYENNE AGNEAUX METROPOLE RUNGIS,10.04,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S42.csv
2024,43,,2024-10-21,2024-10-27,P.M.P AGNEAUX,9.67,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S43.csv
2024,43,,2024-10-21,2024-10-27,MOYENNE AGNEAUX METROPOLE RUNGIS,10.05,0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S43.csv
2024,44,,2024-10-28,2024-11-03,P.M.P AGNEAUX,9.79,0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S44.csv
2024,44,,2024-10-28,2024-11-03,MOYENNE AGNEAUX METROPOLE RUNGIS,10.07,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S44.csv
2024,45,,2024-11-04,2024-11-10,P.M.P AGNEAUX,9.93,0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S45.csv
2024,45,,2024-11-04,2024-11-10,MOYENNE AGNEAUX METROPOLE RUNGIS,10.1,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S45.csv
2024,46,,2024-11-11,2024-11-17,P.M.P AGNEAUX,10.16,0.23,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S46.csv
2024,46,,2024-11-11,2024-11-17,MOYENNE AGNEAUX METROPOLE RUNGIS,10.39,0.29,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S46.csv
2024,47,,2024-11-18,2024-11-24,P.M.P AGNEAUX,10.23,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S47.csv
2024,47,,2024-11-18,2024-11-24,MOYENNE AGNEAUX METROPOLE RUNGIS,10.46,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S47.csv
2024,48,,2024-11-25,2024-12-01,P.M.P AGNEAUX,10.33,0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S48.csv
2024,48,,2024-11-25,2024-12-01,MOYENNE AGNEAUX METROPOLE RUNGIS,10.48,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S48.csv
2024,49,,2024-12-02,2024-12-08,P.M.P AGNEAUX,10.46,0.13,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S49.csv
2024,49,,2024-12-02,2024-12-08,MOYENNE AGNEAUX METROPOLE RUNGIS,10.73,0.25,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S49.csv
2024,50,,2024-12-09,2024-12-15,P.M.P AGNEAUX,10.49,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S50.csv
2024,50,,2024-12-09,2024-12-15,MOYENNE AGNEAUX METROPOLE RUNGIS,10.91,0.18,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S50.csv
2024,51,,2024-12-16,2024-12-22,P.M.P AGNEAUX,10.53,0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S51.csv
2024,51,,2024-12-16,2024-12-22,MOYENNE AGNEAUX METROPOLE RUNGIS,10.56,-0.35,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S51.csv
2024,52,,2024-12-23,2024-12-29,P.M.P AGNEAUX,10.53,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S52.csv
2024,52,,2024-12-23,2024-12-29,MOYENNE AGNEAUX METROPOLE RUNGIS,11.63,0.2,EUR/kg carcasse,COT-VRO-ovins_PMP-A24-S52.csv
2025,1,,2024-12-30,2025-01-05,P.M.P AGNEAUX,10.64,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S01.csv
2025,1,,2024-12-30,2025-01-05,MOYENNE AGNEAUX METROPOLE RUNGIS,11.63,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S01.csv
2025,2,,2025-01-06,2025-01-12,P.M.P AGNEAUX,10.47,-0.17,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S02.csv
2025,2,,2025-01-06,2025-01-12,MOYENNE AGNEAUX METROPOLE RUNGIS,11.34,-0.29,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S02.csv
2025,3,,2025-01-13,2025-01-19,P.M.P AGNEAUX,10.43,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S03.csv
2025,3,,2025-01-13,2025-01-19,MOYENNE AGNEAUX METROPOLE RUNGIS,11.14,-0.2,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S03.csv
2025,4,,2025-01-20,2025-01-26,P.M.P AGNEAUX,10.31,-0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S04.csv
2025,4,,2025-01-20,2025-01-26,MOYENNE AGNEAUX METROPOLE RUNGIS,11.36,0.22,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S04.csv
2025,5,,2025-01-27,2025-02-02,P.M.P AGNEAUX,10.11,-0.2,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S05.csv
2025,5,,2025-01-27,2025-02-02,MOYENNE AGNEAUX METROPOLE RUNGIS,11.28,-0.08,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S05.csv
2025,6,,2025-02-03,2025-02-09,P.M.P AGNEAUX,9.87,-0.24,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S06.csv
2025,6,,2025-02-03,2025-02-09,MOYENNE AGNEAUX METROPOLE RUNGIS,11.26,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S06.csv
2025,7,,2025-02-10,2025-02-16,P.M.P AGNEAUX,9.83,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S07.csv
2025,7,,2025-02-10,2025-02-16,MOYENNE AGNEAUX METROPOLE RUNGIS,11.26,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S07.csv
2025,8,,2025-02-17,2025-02-23,P.M.P AGNEAUX,9.78,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S08.csv
2025,8,,2025-02-17,2025-02-23,MOYENNE AGNEAUX METROPOLE RUNGIS,11.26,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S08.csv
2025,9,,2025-02-24,2025-03-02,P.M.P AGNEAUX,9.85,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S09.csv
2025,9,,2025-02-24,2025-03-02,MOYENNE AGNEAUX METROPOLE RUNGIS,11.26,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S09.csv
2025,10,,2025-03-03,2025-03-09,P.M.P AGNEAUX,9.86,0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S10.csv
2025,10,,2025-03-03,2025-03-09,MOYENNE AGNEAUX METROPOLE RUNGIS,11.26,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S10.csv
2025,11,,2025-03-10,2025-03-16,P.M.P AGNEAUX,10.08,0.22,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S11.csv
2025,11,,2025-03-10,2025-03-16,MOYENNE AGNEAUX METROPOLE RUNGIS,11.33,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S11.csv
2025,12,,2025-03-17,2025-03-23,P.M.P AGNEAUX,10.25,0.17,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S12.csv
2025,12,,2025-03-17,2025-03-23,MOYENNE AGNEAUX METROPOLE RUNGIS,11.27,-0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S12.csv
2025,13,,2025-03-24,2025-03-30,P.M.P AGNEAUX,10.32,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S13.csv
2025,13,,2025-03-24,2025-03-30,MOYENNE AGNEAUX METROPOLE RUNGIS,11.27,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S13.csv
2025,14,,2025-03-31,2025-04-06,P.M.P AGNEAUX,10.56,0.24,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S14.csv
2025,14,,2025-03-31,2025-04-06,MOYENNE AGNEAUX METROPOLE RUNGIS,11.27,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S14.csv
2025,15,,2025-04-07,2025-04-13,P.M.P AGNEAUX,10.92,0.36,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S15.csv
2025,15,,2025-04-07,2025-04-13,MOYENNE AGNEAUX METROPOLE RUNGIS,11.35,0.08,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S15.csv
2025,16,,2025-04-14,2025-04-20,P.M.P AGNEAUX,11.04,0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S16.csv
2025,16,,2025-04-14,2025-04-20,MOYENNE AGNEAUX METROPOLE RUNGIS,11.57,0.22,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S16.csv
2025,17,,2025-04-21,2025-04-27,P.M.P AGNEAUX,10.93,-0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S17.csv
2025,17,,2025-04-21,2025-04-27,MOYENNE AGNEAUX METROPOLE RUNGIS,11.6,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S17.csv
2025,18,,2025-04-28,2025-05-04,P.M.P AGNEAUX,10.79,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S18.csv
2025,18,,2025-04-28,2025-05-04,MOYENNE AGNEAUX METROPOLE RUNGIS,11.46,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S18.csv
2025,19,,2025-05-05,2025-05-11,P.M.P AGNEAUX,10.6,-0.19,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S19.csv
2025,19,,2025-05-05,2025-05-11,MOYENNE AGNEAUX METROPOLE RUNGIS,11.36,-0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S19.csv
2025,20,,2025-05-12,2025-05-18,P.M.P AGNEAUX,10.51,-0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S20.csv
2025,20,,2025-05-12,2025-05-18,MOYENNE AGNEAUX METROPOLE RUNGIS,11.31,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S20.csv
2025,21,,2025-05-19,2025-05-25,P.M.P AGNEAUX,10.35,-0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S21.csv
2025,21,,2025-05-19,2025-05-25,MOYENNE AGNEAUX METROPOLE RUNGIS,11.31,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S21.csv
2025,22,,2025-05-26,2025-06-01,P.M.P AGNEAUX,10.34,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S22.csv
2025,22,,2025-05-26,2025-06-01,MOYENNE AGNEAUX METROPOLE RUNGIS,11.23,-0.08,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S22.csv
2025,23,,2025-06-02,2025-06-08,P.M.P AGNEAUX,10.26,-0.08,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S23.csv
2025,23,,2025-06-02,2025-06-08,MOYENNE AGNEAUX METROPOLE RUNGIS,11.28,0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S23.csv
2025,24,,2025-06-09,2025-06-15,P.M.P AGNEAUX,10.25,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S24.csv
2025,24,,2025-06-09,2025-06-15,MOYENNE AGNEAUX METROPOLE RUNGIS,11.28,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S24.csv
2025,25,,2025-06-16,2025-06-22,P.M.P AGNEAUX,10.12,-0.13,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S25.csv
2025,25,,2025-06-16,2025-06-22,MOYENNE AGNEAUX METROPOLE RUNGIS,11.24,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S25.csv
2025,26,,2025-06-23,2025-06-29,P.M.P AGNEAUX,9.98,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S26.csv
2025,26,,2025-06-23,2025-06-29,MOYENNE AGNEAUX METROPOLE RUNGIS,11.04,-0.2,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S26.csv
2025,27,,2025-06-30,2025-07-06,P.M.P AGNEAUX,9.69,-0.29,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S27.csv
2025,27,,2025-06-30,2025-07-06,MOYENNE AGNEAUX METROPOLE RUNGIS,10.86,-0.18,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S27.csv
2025,28,,2025-07-07,2025-07-13,P.M.P AGNEAUX,9.53,-0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,MOYENNE AGNEAUX METROPOLE RUNGIS,10.73,-0.13,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S28.csv
2025,29,,2025-07-14,2025-07-20,P.M.P AGNEAUX,9.39,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,MOYENNE AGNEAUX METROPOLE RUNGIS,10.66,-0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S29.csv
2025,30,,2025-07-21,2025-07-27,P.M.P AGNEAUX,9.25,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,MOYENNE AGNEAUX METROPOLE RUNGIS,10.72,0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S30.csv
2025,31,,2025-07-28,2025-08-03,P.M.P AGNEAUX,9.08,-0.17,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S31.csv
2025,31,,2025-07-28,2025-08-03,MOYENNE AGNEAUX METROPOLE RUNGIS,10.69,-0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S31.csv
2025,32,,2025-08-04,2025-08-10,P.M.P AGNEAUX,8.92,-0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S32.csv
2025,32,,2025-08-04,2025-08-10,MOYENNE AGNEAUX METROPOLE RUNGIS,10.69,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S32.csv
2025,33,,2025-08-11,2025-08-17,P.M.P AGNEAUX,8.88,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S33.csv
2025,33,,2025-08-11,2025-08-17,MOYENNE AGNEAUX METROPOLE RUNGIS,10.69,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S33.csv
2025,34,,2025-08-18,2025-08-24,P.M.P AGNEAUX,8.68,-0.2,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S34.csv
2025,34,,2025-08-18,2025-08-24,MOYENNE AGNEAUX METROPOLE RUNGIS,10.69,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S34.csv
2025,35,,2025-08-25,2025-08-31,P.M.P AGNEAUX,8.77,0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S35.csv
2025,35,,2025-08-25,2025-08-31,MOYENNE AGNEAUX METROPOLE RUNGIS,10.71,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S35.csv
2025,36,,2025-09-01,2025-09-07,P.M.P AGNEAUX,8.7,-0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S36.csv
2025,36,,2025-09-01,2025-09-07,MOYENNE AGNEAUX METROPOLE RUNGIS,10.71,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S36.csv
2025,37,,2025-09-08,2025-09-14,P.M.P AGNEAUX,8.69,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S37.csv
2025,37,,2025-09-08,2025-09-14,MOYENNE AGNEAUX METROPOLE RUNGIS,10.55,-0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S37.csv
2025,38,,2025-09-15,2025-09-21,P.M.P AGNEAUX,8.7,0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S38.csv
2025,38,,2025-09-15,2025-09-21,MOYENNE AGNEAUX METROPOLE RUNGIS,10.43,-0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S38.csv
2025,39,,2025-09-22,2025-09-28,P.M.P AGNEAUX,8.68,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S39.csv
2025,39,,2025-09-22,2025-09-28,MOYENNE AGNEAUX METROPOLE RUNGIS,10.38,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S39.csv
2025,40,,2025-09-29,2025-10-05,P.M.P AGNEAUX,8.62,-0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S40.csv
2025,40,,2025-09-29,2025-10-05,MOYENNE AGNEAUX METROPOLE RUNGIS,10.32,-0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S40.csv
2025,41,,2025-10-06,2025-10-12,P.M.P AGNEAUX,8.71,0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S41.csv
2025,41,,2025-10-06,2025-10-12,MOYENNE AGNEAUX METROPOLE RUNGIS,10.08,-0.24,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S41.csv
2025,42,,2025-10-13,2025-10-19,P.M.P AGNEAUX,8.74,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S42.csv
2025,42,,2025-10-13,2025-10-19,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S42.csv
2025,43,,2025-10-20,2025-10-26,P.M.P AGNEAUX,8.81,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S43.csv
2025,43,,2025-10-20,2025-10-26,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S43.csv
2025,44,,2025-10-27,2025-11-02,P.M.P AGNEAUX,8.81,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S44.csv
2025,44,,2025-10-27,2025-11-02,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S44.csv
2025,45,,2025-11-03,2025-11-09,P.M.P AGNEAUX,8.87,0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S45.csv
2025,45,,2025-11-03,2025-11-09,MOYENNE AGNEAUX METROPOLE RUNGIS,10.15,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S45.csv
2025,46,,2025-11-10,2025-11-16,P.M.P AGNEAUX,9.02,0.15,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S46.csv
2025,46,,2025-11-10,2025-11-16,MOYENNE AGNEAUX METROPOLE RUNGIS,10.4,0.25,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S46.csv
2025,47,,2025-11-17,2025-11-23,P.M.P AGNEAUX,9.27,0.25,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S47.csv
2025,47,,2025-11-17,2025-11-23,MOYENNE AGNEAUX METROPOLE RUNGIS,10.51,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S47.csv
2025,48,,2025-11-24,2025-11-30,P.M.P AGNEAUX,9.52,0.25,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S48.csv
2025,48,,2025-11-24,2025-11-30,MOYENNE AGNEAUX METROPOLE RUNGIS,10.51,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S48.csv
2025,49,,2025-12-01,2025-12-07,P.M.P AGNEAUX,9.66,0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S49.csv
2025,49,,2025-12-01,2025-12-07,MOYENNE AGNEAUX METROPOLE RUNGIS,10.54,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S49.csv
2025,50,,2025-12-08,2025-12-14,P.M.P AGNEAUX,9.82,0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S50.csv
2025,50,,2025-12-08,2025-12-14,MOYENNE AGNEAUX METROPOLE RUNGIS,10.63,0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S50.csv
2025,51,,2025-12-15,2025-12-21,P.M.P AGNEAUX,9.84,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S51.csv
2025,51,,2025-12-15,2025-12-21,MOYENNE AGNEAUX METROPOLE RUNGIS,10.84,0.21,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S51.csv
2025,52,,2025-12-22,2025-12-28,P.M.P AGNEAUX,9.85,0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S52.csv
2025,52,,2025-12-22,2025-12-28,MOYENNE AGNEAUX METROPOLE RUNGIS,11.27,0.43,EUR/kg carcasse,COT-VRO-ovins_PMP-A25-S52.csv
2026,1,,2025-12-29,2026-01-04,P.M.P AGNEAUX,9.96,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S01.csv
2026,1,,2025-12-29,2026-01-04,MOYENNE AGNEAUX METROPOLE RUNGIS,11.32,0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S01.csv
2026,2,,2026-01-05,2026-01-11,P.M.P AGNEAUX,9.95,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S02.csv
2026,2,,2026-01-05,2026-01-11,MOYENNE AGNEAUX METROPOLE RUNGIS,11.34,0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S02.csv
2026,3,,2026-01-12,2026-01-18,P.M.P AGNEAUX,9.95,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S03.csv
2026,3,,2026-01-12,2026-01-18,MOYENNE AGNEAUX METROPOLE RUNGIS,11.34,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S03.csv
2026,4,,2026-01-19,2026-01-25,P.M.P AGNEAUX,10.02,0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S04.csv
2026,4,,2026-01-19,2026-01-25,MOYENNE AGNEAUX METROPOLE RUNGIS,11.22,-0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S04.csv
2026,5,,2026-01-26,2026-02-01,P.M.P AGNEAUX,9.91,-0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S05.csv
2026,5,,2026-01-26,2026-02-01,MOYENNE AGNEAUX METROPOLE RUNGIS,11.2,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S05.csv
2026,6,,2026-02-02,2026-02-08,P.M.P AGNEAUX,9.73,-0.18,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S06.csv
2026,6,,2026-02-02,2026-02-08,MOYENNE AGNEAUX METROPOLE RUNGIS,11.2,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S06.csv
2026,7,,2026-02-09,2026-02-15,P.M.P AGNEAUX,9.7,-0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S07.csv
2026,7,,2026-02-09,2026-02-15,MOYENNE AGNEAUX METROPOLE RUNGIS,11.2,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S07.csv
2026,8,,2026-02-16,2026-02-22,P.M.P AGNEAUX,9.7,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S08.csv
2026,8,,2026-02-16,2026-02-22,MOYENNE AGNEAUX METROPOLE RUNGIS,11.25,0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S08.csv
2026,9,,2026-02-23,2026-03-01,P.M.P AGNEAUX,9.73,0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S09.csv
2026,9,,2026-02-23,2026-03-01,MOYENNE AGNEAUX METROPOLE RUNGIS,11.03,-0.22,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S09.csv
2026,10,,2026-03-02,2026-03-08,P.M.P AGNEAUX,9.94,0.21,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S10.csv
2026,10,,2026-03-02,2026-03-08,MOYENNE AGNEAUX METROPOLE RUNGIS,10.97,-0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S10.csv
2026,11,,2026-03-09,2026-03-15,P.M.P AGNEAUX,10.05,0.11,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S11.csv
2026,11,,2026-03-09,2026-03-15,MOYENNE AGNEAUX METROPOLE RUNGIS,11.07,0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S11.csv
2026,12,,2026-03-16,2026-03-22,P.M.P AGNEAUX,10.37,0.32,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S12.csv
2026,12,,2026-03-16,2026-03-22,MOYENNE AGNEAUX METROPOLE RUNGIS,11.39,0.32,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S12.csv
