annee,semaine,mois,date_debut,date_fin,mode,region,couleur,conformation,unite,prix,variation,source
2023,25,,2023-06-19,2023-06-25,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.97,-0.05,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,SUD,ROSE,R,EUR/kg carcasse,6.42,0,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,SUD,ROSE,O,EUR/kg carcasse,5.9,-0.16,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,SUD,ROSE,P,EUR/kg carcasse,5.28,-0.07,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,9.6,0.05,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,7.26,-0.2,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,6.85,-0.06,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.17,-0.12,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.27,-0.05,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,6.84,-0.1,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,5.91,-0.06,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,5.45,0.26,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,5.29,0.15,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,4.71,0.01,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,25,,2023-06-19,2023-06-25,Ensemble,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,4.24,-0.26,COT-VRO-veaux_bouch_synthese-A23-S25.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE TRES CLAIR,R,EUR/kg carcasse,7.1,-0.16,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,7.72,-0.05,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.06,-0.1,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.11,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE CLAIR,P,EUR/kg carcasse,5.78,-0.08,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE,U,EUR/kg carcasse,5.35,,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE,R,EUR/kg carcasse,5.05,0.02,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE,O,EUR/kg carcasse,5.19,0.13,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROSE,P,EUR/kg carcasse,4.32,-0.15,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,NORD,ROUGE,O,EUR/kg carcasse,4.34,0.1,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,6.68,-0.17,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,8,-0.06,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.35,-0.14,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.07,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.84,-0.13,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE,R,EUR/kg carcasse,6.22,-0.2,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE,O,EUR/kg carcasse,5.85,-0.05,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,SUD,ROSE,P,EUR/kg carcasse,5.21,-0.07,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,7.1,-0.16,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,6.68,-0.17,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,7.85,-0.08,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.15,-0.12,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.09,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,5.8,-0.11,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,5.35,,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,5.36,-0.09,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,5.35,0.06,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,4.62,-0.09,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Non élevés au pis,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,4.34,0.1,COT-VRO-veaux_bouch_non_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,9.33,-0.27,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,8.96,-0.07,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.23,0.22,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,SUD,ROSE,U,EUR/kg carcasse,6.7,,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,9.33,-0.27,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.96,-0.07,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.23,0.22,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Élevés au pis,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,6.7,,COT-VRO-veaux_bouch_pis-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE TRES CLAIR,R,EUR/kg carcasse,7.1,-0.16,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE CLAIR,U,EUR/kg carcasse,7.72,-0.05,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.06,-0.1,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.11,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE CLAIR,P,EUR/kg carcasse,5.78,-0.08,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE,U,EUR/kg carcasse,5.35,,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE,R,EUR/kg carcasse,5.05,0.02,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE,O,EUR/kg carcasse,5.19,0.13,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROSE,P,EUR/kg carcasse,4.32,-0.15,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,NORD,ROUGE,O,EUR/kg carcasse,4.34,0.1,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,6.68,-0.17,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE CLAIR,U,EUR/kg carcasse,8.41,0.03,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.35,-0.12,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.07,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.84,-0.13,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE,R,EUR/kg carcasse,6.22,-0.2,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE,O,EUR/kg carcasse,5.85,-0.05,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,SUD,ROSE,P,EUR/kg carcasse,5.21,-0.07,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,9.33,-0.27,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,7.1,-0.16,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,6.68,-0.17,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.14,-0.03,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.15,-0.12,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,6.75,-0.09,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,5.8,-0.11,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,5.79,,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,5.36,-0.09,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,5.35,0.06,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,4.62,-0.09,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,26,,2023-06-26,2023-07-02,Ensemble,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,4.34,0.1,COT-VRO-veaux_bouch_synthese-A23-S26.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,7.64,-0.08,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.04,-0.02,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE CLAIR,O,EUR/kg carcasse,6.73,-0.02,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE CLAIR,P,EUR/kg carcasse,5.89,0.11,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE,R,EUR/kg carcasse,5.05,0,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE,O,EUR/kg carcasse,5.19,0,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,NORD,ROSE,P,EUR/kg carcasse,4.32,0,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,7.95,-0.05,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.22,-0.13,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE CLAIR,O,EUR/kg carcasse,6.7,-0.05,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.77,-0.07,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE,R,EUR/kg carcasse,6.1,-0.12,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE,O,EUR/kg carcasse,5.85,0,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,SUD,ROSE,P,EUR/kg carcasse,5.07,-0.14,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,7.82,-0.03,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.1,-0.05,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,6.72,-0.03,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,5.84,0.04,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,5.38,0.02,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,5.34,-0.01,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Non élevés au pis,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,4.59,-0.03,COT-VRO-veaux_bouch_non_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,9.56,0.23,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,9.13,0.17,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.39,0.16,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,SUD,ROSE,U,EUR/kg carcasse,7.36,0.66,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,9.56,0.23,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,9.13,0.17,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.39,0.16,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Élevés au pis,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,7.36,0.66,COT-VRO-veaux_bouch_pis-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE CLAIR,U,EUR/kg carcasse,7.64,-0.08,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.04,-0.02,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE CLAIR,O,EUR/kg carcasse,6.73,-0.02,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE CLAIR,P,EUR/kg carcasse,5.89,0.11,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE,R,EUR/kg carcasse,5.05,0,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE,O,EUR/kg carcasse,5.19,0,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,NORD,ROSE,P,EUR/kg carcasse,4.32,0,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE CLAIR,U,EUR/kg carcasse,8.46,0.05,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.23,-0.12,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE CLAIR,O,EUR/kg carcasse,6.7,-0.05,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.77,-0.07,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE,R,EUR/kg carcasse,6.1,-0.12,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE,O,EUR/kg carcasse,5.85,0,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,SUD,ROSE,P,EUR/kg carcasse,5.07,-0.14,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,9.56,0.23,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.22,0.08,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.11,-0.04,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,6.72,-0.03,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,5.84,0.04,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,7.36,1.57,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,5.38,0.02,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,5.34,-0.01,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,4.59,-0.03,COT-VRO-veaux_bouch_synthese-A23-S27.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,7.66,0.02,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.04,0,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE CLAIR,O,EUR/kg carcasse,6.73,0,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE CLAIR,P,EUR/kg carcasse,5.93,0.04,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE,R,EUR/kg carcasse,4.71,-0.34,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE,O,EUR/kg carcasse,4.73,-0.46,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,NORD,ROSE,P,EUR/kg carcasse,3.98,-0.34,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,6.76,,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,7.76,-0.19,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,7.14,-0.08,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE CLAIR,O,EUR/kg carcasse,6.66,-0.04,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE CLAIR,P,EUR/kg carcasse,5.73,-0.04,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE,R,EUR/kg carcasse,6.15,0.05,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE,O,EUR/kg carcasse,5.79,-0.06,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,SUD,ROSE,P,EUR/kg carcasse,5.16,0.09,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,6.76,,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,7.7,-0.12,COT-VRO-veaux_bouch_non_pis-A23-S28.csv
