annee,semaine,mois,date_debut,date_fin,espece,etat_engraissement,conformation,zone,poids,unite,prix,variation,source
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.44,0.12,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.08,-0.03,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.16,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.15,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.54,-0.1,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.45,-0.1,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.34,-0.13,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.3,-0.05,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.24,-0.08,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.2,-0.08,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,7.95,-0.14,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,7.72,0,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,2 (ciré),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.62,0.09,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.44,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.45,-0.06,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.44,-0.05,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.52,-0.09,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.47,-0.06,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.46,-0.06,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.47,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.12,-0.03,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.17,-0.04,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.19,-0.01,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.43,-0.03,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.59,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.46,-0.08,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.19,-0.04,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,7.59,-0.1,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.48,-0.05,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.37,-0.06,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.19,-0.03,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.51,-0.04,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.76,-0.25,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,7.86,-0.27,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.26,,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.25,-0.06,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.02,0.08,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,7.75,0.1,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.19,-0.07,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.95,-0.01,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.81,-0.05,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.18,,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,4 (gras),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8,-0.17,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,4 (gras),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,7.71,-0.17,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,4 (gras),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.91,-0.17,COT-VRO-ovins_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Agneaux,4 (gras),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.47,-0.2,COT-VRO-ovins_synthese-A23-S30.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.39,-0.01,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.25,-0.13,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.22,-0.21,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.4,-0.01,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.25,-0.14,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.22,-0.22,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.01,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.05,-0.11,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.03,-0.12,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.37,-0.17,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.33,-0.12,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.13,-0.17,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.11,-0.13,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.05,-0.15,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),O,Zone Nord,13 a 16 kg,EUR/kg carcasse,7.02,,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.04,,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8,0.05,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,7.59,-0.13,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,2 (ciré),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.34,-0.28,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.37,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.36,-0.09,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.46,0.02,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.5,-0.02,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Zone Sud,+ de 22 kg,EUR/kg carcasse,7.61,,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.4,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.39,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.5,0.03,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.09,-0.08,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.12,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.45,0.02,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.56,-0.03,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.44,-0.02,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.15,-0.04,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,7.45,-0.14,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.47,-0.01,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.34,-0.03,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.14,-0.05,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.45,-0.06,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.56,-0.2,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,7.68,-0.18,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.46,0.2,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.25,0,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,7.97,-0.05,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,7.78,0.03,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.2,0.01,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.88,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.74,-0.07,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.33,0.15,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,4 (gras),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8,0,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,4 (gras),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,7.53,-0.18,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,4 (gras),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.92,0.01,COT-VRO-ovins_synthese-A23-S31.csv
2023,31,,2023-07-31,2023-08-06,Agneaux,4 (gras),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.29,-0.18,COT-VRO-ovins_synthese-A23-S31.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.27,-0.12,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.24,-0.01,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.43,0.21,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.28,-0.12,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.24,-0.01,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.43,0.21,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,7.92,-0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.97,-0.08,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,7.91,-0.12,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.46,0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.32,-0.01,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.09,-0.04,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.02,-0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.92,-0.13,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.13,0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.09,0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,7.82,,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,7.68,0.09,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,2 (ciré),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.47,0.13,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.26,-0.11,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.3,-0.06,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.26,-0.2,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.42,-0.08,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Zone Sud,+ de 22 kg,EUR/kg carcasse,7.56,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.32,-0.08,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.33,-0.06,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.34,-0.16,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,7.95,,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.04,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,8.08,-0.04,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,7.38,-0.07,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.51,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,8.42,-0.02,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.1,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,7.43,-0.02,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.41,-0.06,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.31,-0.03,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.09,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.4,-0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,7.73,0.17,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,7.73,0.05,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.22,-0.03,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,7.93,-0.04,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,7.65,-0.13,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.17,-0.03,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,7.88,0,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,7.68,-0.06,COT-VRO-ovins_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,7.12,-0.21,COT-VRO-ovins_synthese-A23-S32.csv
