annee,semaine,mois,date_debut,date_fin,espece,etat_engraissement,conformation,zone,poids,unite,prix,variation,source
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.54,-0.05,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.64,0.2,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),O,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.02,,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.43,,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.34,0.1,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.67,-0.22,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,2 (ciré),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.69,0.04,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.74,0.03,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.75,0.03,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.98,0.18,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,10.04,0.12,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Zone Sud,+ de 22 kg,EUR/kg carcasse,9.28,,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.76,0.03,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.8,0.06,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,9.04,0.17,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.48,0.05,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.71,0.2,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,9.32,0.28,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,10.01,-0.01,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.91,0.02,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.47,0,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,8.95,-0.03,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.88,-0.01,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.8,0.04,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.55,0.07,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,9.22,0.21,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.64,-0.54,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.3,-0.12,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.68,0.26,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Nord,+ de 22 kg,EUR/kg carcasse,9.51,0.38,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.76,-0.01,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.39,-0.04,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.11,-0.01,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Zone Sud,+ de 22 kg,EUR/kg carcasse,8.45,-0.1,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.62,-0.07,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.36,-0.07,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.36,0.1,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,9.02,0.17,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,4 (gras),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.74,0,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,4 (gras),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.37,0.01,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,4 (gras),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.65,0.02,COT-VRO-ovins_synthese-A24-S24.csv
2024,24,,2024-06-10,2024-06-16,Agneaux,4 (gras),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.24,0.15,COT-VRO-ovins_synthese-A24-S24.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.57,-0.24,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.55,-0.21,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.68,-0.02,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.57,-0.25,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.56,-0.21,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.7,-0.03,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,9.14,-0.13,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.35,-0.1,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.46,-0.15,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.91,,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.69,-0.17,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.42,-0.12,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.44,-0.1,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.4,-0.24,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.6,-0.07,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.61,-0.13,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.59,-0.16,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.7,-0.28,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.9,-0.14,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.62,-0.14,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.62,-0.18,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.76,-0.28,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,9.16,,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.33,-0.15,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.47,-0.24,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,9.04,-0.28,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.92,-0.09,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.75,-0.16,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.31,-0.16,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,8.78,-0.17,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.78,-0.1,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.65,-0.15,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.36,-0.19,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.93,-0.29,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.54,0.24,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.67,-0.01,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Nord,+ de 22 kg,EUR/kg carcasse,9.04,-0.47,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.55,-0.21,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.12,-0.27,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,8.98,-0.13,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.48,-0.14,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.28,-0.08,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.34,-0.02,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.96,-0.06,COT-VRO-ovins_synthese-A24-S25.csv
2024,25,,2024-06-17,2024-06-23,Agneaux,4 (gras),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.87,-0.37,COT-VRO-ovins_synthese-A24-S25.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.52,-0.05,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.52,-0.03,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.71,0.03,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.53,-0.04,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.53,-0.03,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.72,0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,9.02,-0.12,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.35,0,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.44,-0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.9,-0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.75,0.06,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.41,-0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.46,0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.48,0.08,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,8.98,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,8.8,0.2,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,2 (ciré),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,8.87,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.55,-0.06,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.57,-0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.7,0,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.89,-0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Zone Sud,+ de 22 kg,EUR/kg carcasse,9.11,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.57,-0.05,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.61,-0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.78,0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,9.18,0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.34,0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.48,0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.97,-0.07,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.85,-0.07,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.67,-0.08,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.3,-0.01,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Zone Sud,+ de 22 kg,EUR/kg carcasse,8.69,-0.09,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.71,-0.07,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.57,-0.08,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.36,0,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),R,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.81,-0.12,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Nord,13 a 16 kg,EUR/kg carcasse,9.2,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.4,-0.14,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.42,-0.25,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Sud,13 a 16 kg,EUR/kg carcasse,9.51,-0.04,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.18,0.06,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Zone Sud,19 a 22 kg,EUR/kg carcasse,9,0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Moyennes Regions,13 a 16 kg,EUR/kg carcasse,9.46,-0.02,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.28,0,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.19,-0.15,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,3 (couvert),O,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.37,-0.59,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,4 (gras),R,Zone Sud,16 a 19 kg,EUR/kg carcasse,9.46,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,4 (gras),R,Zone Sud,19 a 22 kg,EUR/kg carcasse,9.22,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,4 (gras),R,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.21,,COT-VRO-ovins_synthese-A24-S26.csv
2024,26,,2024-06-24,2024-06-30,Agneaux,4 (gras),R,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,8.84,-0.03,COT-VRO-ovins_synthese-A24-S26.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Zone Nord,16 a 19 kg,EUR/kg carcasse,9.39,-0.13,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Zone Nord,19 a 22 kg,EUR/kg carcasse,9.42,-0.1,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Zone Nord,+ de 22 kg,EUR/kg carcasse,8.44,-0.27,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Moyennes Regions,16 a 19 kg,EUR/kg carcasse,9.4,-0.13,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Moyennes Regions,19 a 22 kg,EUR/kg carcasse,9.43,-0.1,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),U,Moyennes Regions,+ de 22 kg,EUR/kg carcasse,8.46,-0.26,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),R,Zone Nord,13 a 16 kg,EUR/kg carcasse,8.76,-0.26,COT-VRO-ovins_synthese-A24-S27.csv
2024,27,,2024-07-01,2024-07-07,Agneaux,2 (ciré),R,Zone Nord,16 a 19 kg,EUR/kg carcasse,8.99,-0.36,COT-VRO-ovins_synthese-A24-S27.csv
