annee,semaine,mois,date_debut,date_fin,categorie,sexe,poids,prix,variation,unite,source
2023,27,,2023-07-03,2023-07-09,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,143,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S27.csv
2023,27,,2023-07-03,2023-07-09,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,182,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S27.csv
2023,28,,2023-07-10,2023-07-16,Élevage supérieur,Mâle,,274,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Élevage supérieur,Femelle,,226,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,86,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,115,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,140,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,28,,2023-07-10,2023-07-16,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,180,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S28.csv
2023,29,,2023-07-17,2023-07-23,Élevage supérieur,Mâle,,265,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,Élevage supérieur,Femelle,,216,-10,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,76,-10,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,104,-11,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,128,-12,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,29,,2023-07-17,2023-07-23,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,169,-11,EUR/tête,COT-VRO-veaux14j_synthese-A23-S29.csv
2023,30,,2023-07-24,2023-07-30,Élevage supérieur,Mâle,,251,-14,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Élevage supérieur,Femelle,,207,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,72,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,95,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,120,-8,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,30,,2023-07-24,2023-07-30,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,159,-10,EUR/tête,COT-VRO-veaux14j_synthese-A23-S30.csv
2023,32,,2023-08-07,2023-08-13,Élevage supérieur,Mâle,,235,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Élevage supérieur,Femelle,,191,-5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,60,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,85,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,108,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,32,,2023-08-07,2023-08-13,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,146,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S32.csv
2023,34,,2023-08-21,2023-08-27,Élevage supérieur,Mâle,,232,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,Élevage supérieur,Femelle,,188,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,54,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,75,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,99,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,34,,2023-08-21,2023-08-27,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,140,,EUR/tête,COT-VRO-veaux14j_synthese-A23-S34.csv
2023,35,,2023-08-28,2023-09-03,Élevage supérieur,Mâle,,231,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,Élevage supérieur,Femelle,,189,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,47,-7,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,69,-6,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,92,-7,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,35,,2023-08-28,2023-09-03,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,136,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S35.csv
2023,36,,2023-09-04,2023-09-10,Élevage supérieur,Mâle,,230,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,Élevage supérieur,Femelle,,188,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,47,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,70,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,93,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,36,,2023-09-04,2023-09-10,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,136,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S36.csv
2023,37,,2023-09-11,2023-09-17,Élevage supérieur,Mâle,,235,5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,Élevage supérieur,Femelle,,193,5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,48,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,73,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,96,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,37,,2023-09-11,2023-09-17,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,139,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S37.csv
2023,38,,2023-09-18,2023-09-24,Élevage supérieur,Mâle,,234,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,Élevage supérieur,Femelle,,192,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,48,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,74,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,96,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,38,,2023-09-18,2023-09-24,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,139,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S38.csv
2023,39,,2023-09-25,2023-10-01,Élevage supérieur,Mâle,,232,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,Élevage supérieur,Femelle,,187,-5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,40,-8,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,66,-8,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,91,-5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,39,,2023-09-25,2023-10-01,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,134,-5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S39.csv
2023,40,,2023-10-02,2023-10-08,Élevage supérieur,Mâle,,223,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,Élevage supérieur,Femelle,,179,-8,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,34,-6,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,56,-10,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,81,-10,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,40,,2023-10-02,2023-10-08,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,125,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S40.csv
2023,41,,2023-10-09,2023-10-15,Élevage supérieur,Mâle,,219,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,Élevage supérieur,Femelle,,176,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,31,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,-5,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,75,-6,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,41,,2023-10-09,2023-10-15,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,121,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S41.csv
2023,42,,2023-10-16,2023-10-22,Élevage supérieur,Mâle,,220,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,Élevage supérieur,Femelle,,174,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,28,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,49,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,72,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,42,,2023-10-16,2023-10-22,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,120,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S42.csv
2023,43,,2023-10-23,2023-10-29,Élevage supérieur,Mâle,,219,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,Élevage supérieur,Femelle,,177,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,35,7,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,52,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,75,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,43,,2023-10-23,2023-10-29,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,121,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S43.csv
2023,44,,2023-10-30,2023-11-05,Élevage supérieur,Mâle,,220,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,Élevage supérieur,Femelle,,173,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,46,11,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,73,-2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,44,,2023-10-30,2023-11-05,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,123,2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S44.csv
2023,45,,2023-11-06,2023-11-12,Élevage supérieur,Mâle,,220,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,45,,2023-11-06,2023-11-12,Élevage supérieur,Femelle,,175,2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,45,,2023-11-06,2023-11-12,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,43,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,45,,2023-11-06,2023-11-12,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,45,,2023-11-06,2023-11-12,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,73,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,45,,2023-11-06,2023-11-12,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,122,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S45.csv
2023,46,,2023-11-13,2023-11-19,Élevage supérieur,Mâle,,221,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,46,,2023-11-13,2023-11-19,Élevage supérieur,Femelle,,175,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,46,,2023-11-13,2023-11-19,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,44,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,46,,2023-11-13,2023-11-19,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,46,,2023-11-13,2023-11-19,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,73,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,46,,2023-11-13,2023-11-19,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,123,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S46.csv
2023,47,,2023-11-20,2023-11-26,Élevage supérieur,Mâle,,223,2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,47,,2023-11-20,2023-11-26,Élevage supérieur,Femelle,,177,2,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,47,,2023-11-20,2023-11-26,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,44,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,47,,2023-11-20,2023-11-26,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,47,,2023-11-20,2023-11-26,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,73,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,47,,2023-11-20,2023-11-26,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,124,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S47.csv
2023,48,,2023-11-27,2023-12-03,Élevage supérieur,Mâle,,217,-6,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,48,,2023-11-27,2023-12-03,Élevage supérieur,Femelle,,173,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,48,,2023-11-27,2023-12-03,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,40,-4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,48,,2023-11-27,2023-12-03,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,51,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,48,,2023-11-27,2023-12-03,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,73,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,48,,2023-11-27,2023-12-03,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,121,-3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S48.csv
2023,49,,2023-12-04,2023-12-10,Élevage supérieur,Mâle,,221,4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,49,,2023-12-04,2023-12-10,Élevage supérieur,Femelle,,177,4,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,49,,2023-12-04,2023-12-10,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,31,-9,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,49,,2023-12-04,2023-12-10,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,54,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,49,,2023-12-04,2023-12-10,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,76,3,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,49,,2023-12-04,2023-12-10,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,122,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S49.csv
2023,50,,2023-12-11,2023-12-17,Élevage supérieur,Mâle,,222,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,50,,2023-12-11,2023-12-17,Élevage supérieur,Femelle,,177,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,50,,2023-12-11,2023-12-17,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,32,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,50,,2023-12-11,2023-12-17,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,55,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,50,,2023-12-11,2023-12-17,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,77,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,50,,2023-12-11,2023-12-17,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,123,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S50.csv
2023,51,,2023-12-18,2023-12-24,Élevage supérieur,Mâle,,222,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Élevage supérieur,Femelle,,178,1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,32,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,54,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,76,-1,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,123,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S51.csv
2023,52,,2023-12-25,2023-12-31,Élevage supérieur,Mâle,,222,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Élevage supérieur,Femelle,,178,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,32,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,54,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,76,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,123,0,EUR/tête,COT-VRO-veaux14j_synthese-A23-S52.csv
2024,1,,2024-01-01,2024-01-07,Élevage supérieur,Mâle,,229,7,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Élevage supérieur,Femelle,,185,7,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,30,-2,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,55,1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,77,1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,126,3,EUR/tête,COT-VRO-veaux14j_synthese-A24-S01.csv
2024,2,,2024-01-08,2024-01-14,Élevage supérieur,Mâle,,228,-1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,2,,2024-01-08,2024-01-14,Élevage supérieur,Femelle,,182,-3,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,2,,2024-01-08,2024-01-14,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,26,-4,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,2,,2024-01-08,2024-01-14,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,55,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,2,,2024-01-08,2024-01-14,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,78,1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,2,,2024-01-08,2024-01-14,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,125,-1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S02.csv
2024,3,,2024-01-15,2024-01-21,Élevage supérieur,Mâle,,231,3,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,3,,2024-01-15,2024-01-21,Élevage supérieur,Femelle,,184,2,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,3,,2024-01-15,2024-01-21,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,25,-1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,3,,2024-01-15,2024-01-21,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,55,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,3,,2024-01-15,2024-01-21,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,79,1,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,3,,2024-01-15,2024-01-21,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,127,2,EUR/tête,COT-VRO-veaux14j_synthese-A24-S03.csv
2024,4,,2024-01-22,2024-01-28,Élevage supérieur,Mâle,,231,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,4,,2024-01-22,2024-01-28,Élevage supérieur,Femelle,,184,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,4,,2024-01-22,2024-01-28,Engraissement laitier (assez bonne conformation),Mâle,< 45 kg,25,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,4,,2024-01-22,2024-01-28,Engraissement laitier (assez bonne conformation),Mâle,45 A 50 kg,55,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,4,,2024-01-22,2024-01-28,Engraissement laitier (assez bonne conformation),Mâle,50 A 60 kg,79,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,4,,2024-01-22,2024-01-28,"Prix moyen pondéré (0,3 élevage + 0,7 engraissement)",Mâle,,127,0,EUR/tête,COT-VRO-veaux14j_synthese-A24-S04.csv
2024,5,,2024-01-29,2024-02-04,Élevage supérieur,Mâle,,233,2,EUR/tête,COT-VRO-veaux14j_synthese-A24-S05.csv
