GROS BOVINS MAIGRES
COTATIONS DES BOVINS DESTINES A L'ENGRAISSEMENT
EN EURO
SEMAINE N° 34 DU 17/08/2026 AU 23/08/2026

EN EURO/KG VIF
RACES;;;LIMOUSINS;;;;CHAROLAIS;;;;;;;CROISES;;;;;;;BLOND D'AQUITAINE;;;;;;SALERS;;;;;;;AUBRAC/GASCONS
;;SEXE;M;M;M;F;M;M;M;M;M;F;F;M;M;M;M;M;F;F;M;M;M;M;F;F;M;M;M;M;M;F;F;M;M;M;M;M;F;F
;;AGE (mois);*6/12;*6/12;*6/12;*6/12;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;U;5,20;5,15;4,75;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;0,10;0,10;0,10;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;R;4,75;4,80;4,40;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;0,10;0,10;0,10;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;tonnage;250,00;300,00;350,00;270,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;U;;;;;;;;;;;;5,09;4,89;4,64;;;5,14;;;;;;;;;;;;;;;;5,00;4,85;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;Var.;;;;;;;;;;;;0,04;0,04;0,04;;;0,04;;;;;;;;;;;;;;;;0,10;0,10;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;R;;;;;;;;;;;;4,89;4,74;4,49;;;5,04;;;;;;;;3,94;3,84;3,79;;;;;;4,80;4,70;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;Var.;;;;;;;;;;;;0,04;0,04;0,04;;;0,04;;;;;;;;0,04;0,04;0,04;;;;;;0,10;0,10;;;;;
CLERMONT-FERRAND;COURS EN LÉGERE HAUSSE AVEC UNE REPRISE PROGRESSIVE DU COMMERCE.;tonnage;;;;;;;;;;;;300,00;350,00;400,00;450,00;500,00;320,00;;;;;;;;300,00;350,00;400,00;450,00;500,00;320,00;400,00;300,00;350,00;400,00;450,00;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;U;;;;;4,74;4,50;4,50;4,45;4,25;4,97;4,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;Var.;;;;;0;0,04;0,11;0,17;0,05;;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;SEMAINE DE REPRISE, BONNE DEMANDE ET HAUSSE DE PRIX DANS TOUTES LES CATÉGORIES SURTOUT EN LOURDS.;tonnage;;;;;300,00;350,00;400,00;450,00;500,00;270,00;400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOULOUSE;RÉAJUSTEMENT DES COURS.;E;5,50;5,25;5,00;5,10;;;;;;;;;5,20;;;;;;6,30;6,00;;;5,50;;;;;;;;;;;;;;;;
TOULOUSE;RÉAJUSTEMENT DES COURS.;Var.;-0,10;0;0;0;;;;;;;;;-0,20;;;;;;-0,20;-0,20;;;0;;;;;;;;;;;;;;;;
