PETITS VEAUX
COTATION DES VEAUX DE 14 JOURS A 4 SEMAINES
EN EURO
SEMAINE N° 24 DU 08/06/2026 AU 14/06/2026

MARCHES;;EFFECTIFS;VARIATION;TENDANCE
AGEN;10/06/2026 00:00:00;160;-49;RECONDUCTION DES COURS, LES LIMOUSINS MOYENS SONT DIFFICILES À PLACER.;
CADRAN D'ARMOR;08/06/2026 00:00:00;344;53;OFFRE PLUS IMPORTANTE.;
CHATEAUBRIANT;10/06/2026 00:00:00;257;-53;VENTE SÉLECTIVE AVEC DES COURS ORIENTÉS À LA BAISSE.;
CHATEAUGONTIER;11/06/2026 00:00:00;497;53;PRESSION COMMERCIALE FORTE DANS TOUTES LES CATÉGORIES.;
LAMBALLE;09/06/2026 00:00:00;240;18;BAISSE DANS TOUTES LES CATÉGORIES AVEC UNE OFFRE PLUS CONSÉQUENTE QUI PERMET AUX ACHETEURS UN TRI SÉLECTIF.;
LEZAY;09/06/2026 00:00:00;999;-25;APPORTS STABLES. BAISSE DES COURS TOUTES CATÉGORIES AVEC UN TRI PLUS SÉVÈRE. COMMERCE DIFFICILE EN VEAUX GRAS.;
TOTAL;;2497;-3;;


MOYENNES NATIONALES (EN EURO /tête)
(Les prix sont ceux constatés sur le foirail, les poids s'entendent rendus foirail)

SUPERIEUR/ELEVAGE
(EN EURO/Tête);      ;VAR.
MALES;521;-20
FEMELLES;460;-9


ENGRAISSEMENT;ASSEZ BONNE CONFORMATION
(EN EURO/Tête)
RACES LAITIERES MALES;;;;;;RACES LAITIERES FEMELLES
< 45 kg;VAR.;45 A 50 kg;VAR.;50 A 60 kg;VAR.;< 45 kg;VAR.;45 A 50 kg;VAR.;50 A 60 kg;VAR.
211;-18;276;-17;325;-13


PRIX MOYEN PONDERE DES VEAUX MALES DE 14 JOURS A 4 SEMAINES
; en EURO/Tête;variation
0.3 x veau d'élevage (A) + 0.7 x veau d'engraissement (B);357,00;-17,00
