PETITS VEAUX
COTATION DES VEAUX DE 14 JOURS A 4 SEMAINES SUR LES MARCHES DE REFERENCE
EN EURO
SEMAINE N° 4 DU 23/01/2023 AU 29/01/2023

EN EURO/Tête
;RACES;SEXE;CONFORMATION;AGEN;ARMO;BOUR;CARE;CHAG;LAMB;LEZA;RETH;TALA;;MOYENNE NATIONALE;variation
;;;POIDS
VEAUX;RACES À VIANDE;MALE;E;470,00;;;;;;500,00;;;;491,12;7,04;;LIMOUSINS
VEAUX;Limousins;MALE;U;390,00;;;;;;430,00;;;;418,16;7,04;;LIMOUSINS
VEAUX;ou;MALE;R;265,00;;;;;;250,00;;;;254,44;7,04;;LIMOUSINS
VEAUX;Blonds;MALE;O;;;;;;;80,00;;;;80,00;10,00;;LIMOUSINS
VEAUX;;FEMELLE;E;360,00;;;;;;420,00;;;;401,20;6,86;;LIMOUSINS
VEAUX;;FEMELLE;U;310,00;;;;;;360,00;;;;344,34;6,87;;LIMOUSINS
VEAUX;;FEMELLE;R;175,00;;;;;;150,00;;;;157,83;6,86;;LIMOUSINS
VEAUX;;FEMELLE;O;70,00;;;;;;50,00;;;;56,27;6,87;;LIMOUSINS
VEAUX;RACES À VIANDE;MALE;E;;;;;;;430,00;;;;430,00;10,00;;CHAROLAIS
VEAUX;Charolais;MALE;U;;;;;;;370,00;;;;370,00;10,00;;CHAROLAIS
VEAUX;ou;MALE;R;;;;;;;220,00;;;;220,00;10,00;;CHAROLAIS
VEAUX;Blanc Bleu;MALE;O;;;;;;;90,00;;;;90,00;10,00;;CHAROLAIS
VEAUX;;FEMELLE;E;;;;;;;375,00;;;;375,00;10,00;;CHAROLAIS
VEAUX;;FEMELLE;U;;;;;;;320,00;;;;320,00;10,00;;CHAROLAIS
VEAUX;;FEMELLE;R;;;;;;;160,00;;;;160,00;10,00;;CHAROLAIS
VEAUX;;FEMELLE;O;;;;;;;90,00;;;;90,00;10,00;;CHAROLAIS
VEAUX;CROISÉS;MALE;E;;;;;;;400,00;;;;400,00;10,00;;CROISE VIANDE
VEAUX;RACES À VIANDE;MALE;U;;;;;350,00;;340,00;;;;342,35;7,64;;CROISE VIANDE
VEAUX;Mère race à viande X;MALE;R;;;;;250,00;;200,00;;;;211,77;7,65;;CROISE VIANDE
VEAUX;mâle race à viande;MALE;O;;;;;150,00;;70,00;;;;88,82;7,64;;CROISE VIANDE
VEAUX;;FEMELLE;E;;;;;;;345,00;;;;345,00;10,00;;CROISE VIANDE
VEAUX;;FEMELLE;U;;;;;300,00;;290,00;;;;293,62;6,37;;CROISE VIANDE
VEAUX;;FEMELLE;R;;;;;200,00;;140,00;;;;161,74;6,38;;CROISE VIANDE
VEAUX;;FEMELLE;O;;;;;130,00;;70,00;;;;91,74;6,38;;CROISE VIANDE
VEAUX;CROISÉS MIXTES;MALE;U;310,00;;390,00;310,00;350,00;;290,00;;450,00;;402,83;1,44;;CROISE MIXTE
VEAUX;Mère race mixte X;MALE;R;200,00;;260,00;190,00;250,00;;170,00;;350,00;;291,68;1,44;;CROISE MIXTE
VEAUX;mâle race à viande;MALE;O;85,00;;160,00;110,00;150,00;;80,00;;190,00;;163,01;1,44;;CROISE MIXTE
VEAUX;ou;MALE;P;;;;;;;35,00;;;;35,00;10,00;;CROISE MIXTE
VEAUX;Mère race mixte X;FEMELLE;U;220,00;;290,00;250,00;300,00;;220,00;;350,00;;311,02;1,23;;CROISE MIXTE
VEAUX;mâle race mixte;FEMELLE;R;155,00;;190,00;130,00;200,00;;130,00;;250,00;;212,00;1,23;;CROISE MIXTE
VEAUX;;FEMELLE;O;70,00;;120,00;80,00;130,00;;80,00;;140,00;;124,54;1,23;;CROISE MIXTE
VEAUX;;FEMELLE;P;;;;;;;20,00;;;;20,00;10,00;;CROISE MIXTE
VEAUX;CROISÉS LAITIERS;MALE;R;175,00;308,00;;175,00;230,00;423,00;140,00;145,00;250,00;;218,10;18,29;;CROISE LAITIER
VEAUX;Mère race laitière X;MALE;O;75,00;206,00;;75,00;125,00;292,00;70,00;105,00;170,00;;129,24;17,40;;CROISE LAITIER
VEAUX;mâle race à viande;MALE;P;45,00;;;65,00;90,00;;20,00;;80,00;;48,79;5,67;;CROISE LAITIER
VEAUX;ou;FEMELLE;R;140,00;236,00;;115,00;200,00;351,00;120,00;;180,00;;180,21;13,67;;CROISE LAITIER
VEAUX;Mère race laitière X;FEMELLE;O;65,00;192,00;;70,00;105,00;217,00;70,00;55,00;130,00;;108,08;12,89;;CROISE LAITIER
VEAUX;mâle race mixte;FEMELLE;P;35,00;;;60,00;40,00;;20,00;;50,00;;32,24;5,45;;CROISE LAITIER
VEAUX;RACES MIXTES PURES;MALE;> 60 KG;;;230,00;;;;230,00;;220,00;;227,98;1,64;;MONTBELIARDS
VEAUX;Montbéliarde,;MALE;55 A 60 KG;;;170,00;;;;140,00;;;;163,83;2,05;;MONTBELIARDS
VEAUX;Abondance,;MALE;50 A 55 KG;;;110,00;;;;100,00;;;;107,94;2,05;;MONTBELIARDS
VEAUX;Tarentaise;MALE;45 A 50 KG;;;60,00;;;;80,00;;150,00;;81,46;1,64;;MONTBELIARDS
VEAUX;;MALE;< 45 KG;;;2,00;;;;30,00;;80,00;;22,35;1,64;;MONTBELIARDS
VEAUX;RACES MIXTES PURES;MALE;> 60 KG;;;;110,00;120,00;;130,00;;;;119,60;5,84;;NORMANDS
VEAUX;Normande;MALE;55 A 60 KG;;;;75,00;90,00;;120,00;;;;94,85;7,66;;NORMANDS
VEAUX;;MALE;50 A 55 KG;;;;60,00;70,00;;100,00;;;;76,86;7,66;;NORMANDS
VEAUX;;MALE;45 A 50 KG;;;;55,00;60,00;;80,00;;;;65,25;7,66;;NORMANDS
VEAUX;;MALE;< 45 KG;;;;;40,00;;30,00;;;;33,92;0;;NORMANDS
VEAUX;RACES LAITIÈRES;MALE;> 55 KG;115,00;116,00;110,00;95,00;120,00;161,00;120,00;105,00;90,00;;118,91;6,66;;LAITIER
VEAUX;Prim'Holstein;MALE;50 A 55 KG;90,00;96,00;80,00;85,00;90,00;124,00;100,00;80,00;70,00;;95,14;5,65;;LAITIER
VEAUX;;MALE;45 A 50 KG;65,00;60,00;50,00;45,00;70,00;103,00;80,00;60,00;25,00;;71,89;7,84;;LAITIER
VEAUX;;MALE;40 A 45 KG;;40,00;2,00;;60,00;;60,00;;;;56,31;5,79;;LAITIER
VEAUX;;MALE;< 40 KG;;20,00;;;40,00;;20,00;;;;26,36;6,01;;LAITIER
